Format Version,1.23,Take Name,t0_static_pose_001,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2023-08-02 12.02.30.776 PM,Capture Start Frame,341321,Total Frames in Take,1120,Total Exported Frames,1120,Rotation Type,YZX,Length Units,Meters,Coordinate Space,Local

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,modified_rizzoli:APEX,modified_rizzoli:APEX,modified_rizzoli:APEX,modified_rizzoli:L1MT,modified_rizzoli:L1MT,modified_rizzoli:L1MT,modified_rizzoli:L2MT,modified_rizzoli:L2MT,modified_rizzoli:L2MT,modified_rizzoli:L5MT,modified_rizzoli:L5MT,modified_rizzoli:L5MT,modified_rizzoli:LASI,modified_rizzoli:LASI,modified_rizzoli:LASI,modified_rizzoli:LCAL,modified_rizzoli:LCAL,modified_rizzoli:LCAL,modified_rizzoli:LFBH,modified_rizzoli:LFBH,modified_rizzoli:LFBH,modified_rizzoli:LGTR,modified_rizzoli:LGTR,modified_rizzoli:LGTR,modified_rizzoli:LLEP,modified_rizzoli:LLEP,modified_rizzoli:LLEP,modified_rizzoli:LLML,modified_rizzoli:LLML,modified_rizzoli:LLML,modified_rizzoli:LMEP,modified_rizzoli:LMEP,modified_rizzoli:LMEP,modified_rizzoli:LMML,modified_rizzoli:LMML,modified_rizzoli:LMML,modified_rizzoli:LPS1,modified_rizzoli:LPS1,modified_rizzoli:LPS1,modified_rizzoli:LPS2,modified_rizzoli:LPS2,modified_rizzoli:LPS2,modified_rizzoli:LSH1,modified_rizzoli:LSH1,modified_rizzoli:LSH1,modified_rizzoli:LSH2,modified_rizzoli:LSH2,modified_rizzoli:LSH2,modified_rizzoli:LSH3,modified_rizzoli:LSH3,modified_rizzoli:LSH3,modified_rizzoli:LSH4,modified_rizzoli:LSH4,modified_rizzoli:LSH4,modified_rizzoli:LTH1,modified_rizzoli:LTH1,modified_rizzoli:LTH1,modified_rizzoli:LTH2,modified_rizzoli:LTH2,modified_rizzoli:LTH2,modified_rizzoli:LTH3,modified_rizzoli:LTH3,modified_rizzoli:LTH3,modified_rizzoli:LTH4,modified_rizzoli:LTH4,modified_rizzoli:LTH4,modified_rizzoli:LTTB,modified_rizzoli:LTTB,modified_rizzoli:LTTB,modified_rizzoli:R1MT,modified_rizzoli:R1MT,modified_rizzoli:R1MT,modified_rizzoli:R2MT,modified_rizzoli:R2MT,modified_rizzoli:R2MT,modified_rizzoli:R5MT,modified_rizzoli:R5MT,modified_rizzoli:R5MT,modified_rizzoli:RASI,modified_rizzoli:RASI,modified_rizzoli:RASI,modified_rizzoli:RCAL,modified_rizzoli:RCAL,modified_rizzoli:RCAL,modified_rizzoli:RFBH,modified_rizzoli:RFBH,modified_rizzoli:RFBH,modified_rizzoli:RGTR,modified_rizzoli:RGTR,modified_rizzoli:RGTR,modified_rizzoli:RLEP,modified_rizzoli:RLEP,modified_rizzoli:RLEP,modified_rizzoli:RLML,modified_rizzoli:RLML,modified_rizzoli:RLML,modified_rizzoli:RMEP,modified_rizzoli:RMEP,modified_rizzoli:RMEP,modified_rizzoli:RMML,modified_rizzoli:RMML,modified_rizzoli:RMML,modified_rizzoli:RPS1,modified_rizzoli:RPS1,modified_rizzoli:RPS1,modified_rizzoli:RPS2,modified_rizzoli:RPS2,modified_rizzoli:RPS2,modified_rizzoli:RSH1,modified_rizzoli:RSH1,modified_rizzoli:RSH1,modified_rizzoli:RSH2,modified_rizzoli:RSH2,modified_rizzoli:RSH2,modified_rizzoli:RSH3,modified_rizzoli:RSH3,modified_rizzoli:RSH3,modified_rizzoli:RSH4,modified_rizzoli:RSH4,modified_rizzoli:RSH4,modified_rizzoli:RTH1,modified_rizzoli:RTH1,modified_rizzoli:RTH1,modified_rizzoli:RTH2,modified_rizzoli:RTH2,modified_rizzoli:RTH2,modified_rizzoli:RTH3,modified_rizzoli:RTH3,modified_rizzoli:RTH3,modified_rizzoli:RTH4,modified_rizzoli:RTH4,modified_rizzoli:RTH4,modified_rizzoli:RTTB,modified_rizzoli:RTTB,modified_rizzoli:RTTB
,ID,"620C3E5C327511EE82562BF10474119F","620C3E5C327511EE82562BF10474119F","620C3E5C327511EE82562BF10474119F","6F32E47E327511EE82562BF10474119F","6F32E47E327511EE82562BF10474119F","6F32E47E327511EE82562BF10474119F","6F32E47F327511EE82562BF10474119F","6F32E47F327511EE82562BF10474119F","6F32E47F327511EE82562BF10474119F","6F32E480327511EE82562BF10474119F","6F32E480327511EE82562BF10474119F","6F32E480327511EE82562BF10474119F","620C3E5D327511EE82562BF10474119F","620C3E5D327511EE82562BF10474119F","620C3E5D327511EE82562BF10474119F","6F32E47D327511EE82562BF10474119F","6F32E47D327511EE82562BF10474119F","6F32E47D327511EE82562BF10474119F","6903B0B7327511EE82562BF10474119F","6903B0B7327511EE82562BF10474119F","6903B0B7327511EE82562BF10474119F","620C3E60327511EE82562BF10474119F","620C3E60327511EE82562BF10474119F","620C3E60327511EE82562BF10474119F","6903B0B5327511EE82562BF10474119F","6903B0B5327511EE82562BF10474119F","6903B0B5327511EE82562BF10474119F","6F32E47C327511EE82562BF10474119F","6F32E47C327511EE82562BF10474119F","6F32E47C327511EE82562BF10474119F","6903B0B4327511EE82562BF10474119F","6903B0B4327511EE82562BF10474119F","6903B0B4327511EE82562BF10474119F","6903B0BC327511EE82562BF10474119F","6903B0BC327511EE82562BF10474119F","6903B0BC327511EE82562BF10474119F","620C3E5E327511EE82562BF10474119F","620C3E5E327511EE82562BF10474119F","620C3E5E327511EE82562BF10474119F","620C3E5F327511EE82562BF10474119F","620C3E5F327511EE82562BF10474119F","620C3E5F327511EE82562BF10474119F","6903B0B8327511EE82562BF10474119F","6903B0B8327511EE82562BF10474119F","6903B0B8327511EE82562BF10474119F","6903B0B9327511EE82562BF10474119F","6903B0B9327511EE82562BF10474119F","6903B0B9327511EE82562BF10474119F","6903B0BA327511EE82562BF10474119F","6903B0BA327511EE82562BF10474119F","6903B0BA327511EE82562BF10474119F","6903B0BB327511EE82562BF10474119F","6903B0BB327511EE82562BF10474119F","6903B0BB327511EE82562BF10474119F","620C3E61327511EE82562BF10474119F","620C3E61327511EE82562BF10474119F","620C3E61327511EE82562BF10474119F","620C3E62327511EE82562BF10474119F","620C3E62327511EE82562BF10474119F","620C3E62327511EE82562BF10474119F","620C3E63327511EE82562BF10474119F","620C3E63327511EE82562BF10474119F","620C3E63327511EE82562BF10474119F","620C3E64327511EE82562BF10474119F","620C3E64327511EE82562BF10474119F","620C3E64327511EE82562BF10474119F","6903B0B6327511EE82562BF10474119F","6903B0B6327511EE82562BF10474119F","6903B0B6327511EE82562BF10474119F","7C6190E1327511EE82562BF10474119F","7C6190E1327511EE82562BF10474119F","7C6190E1327511EE82562BF10474119F","7C6190E2327511EE82562BF10474119F","7C6190E2327511EE82562BF10474119F","7C6190E2327511EE82562BF10474119F","7C6190E3327511EE82562BF10474119F","7C6190E3327511EE82562BF10474119F","7C6190E3327511EE82562BF10474119F","6F32E481327511EE82562BF10474119F","6F32E481327511EE82562BF10474119F","6F32E481327511EE82562BF10474119F","7C6190E0327511EE82562BF10474119F","7C6190E0327511EE82562BF10474119F","7C6190E0327511EE82562BF10474119F","7624D473327511EE82562BF10474119F","7624D473327511EE82562BF10474119F","7624D473327511EE82562BF10474119F","6F32E484327511EE82562BF10474119F","6F32E484327511EE82562BF10474119F","6F32E484327511EE82562BF10474119F","7624D471327511EE82562BF10474119F","7624D471327511EE82562BF10474119F","7624D471327511EE82562BF10474119F","7C6190DF327511EE82562BF10474119F","7C6190DF327511EE82562BF10474119F","7C6190DF327511EE82562BF10474119F","7624D470327511EE82562BF10474119F","7624D470327511EE82562BF10474119F","7624D470327511EE82562BF10474119F","7C6190DE327511EE82562BF10474119F","7C6190DE327511EE82562BF10474119F","7C6190DE327511EE82562BF10474119F","6F32E482327511EE82562BF10474119F","6F32E482327511EE82562BF10474119F","6F32E482327511EE82562BF10474119F","6F32E483327511EE82562BF10474119F","6F32E483327511EE82562BF10474119F","6F32E483327511EE82562BF10474119F","7624D474327511EE82562BF10474119F","7624D474327511EE82562BF10474119F","7624D474327511EE82562BF10474119F","7C6190DB327511EE82562BF10474119F","7C6190DB327511EE82562BF10474119F","7C6190DB327511EE82562BF10474119F","7C6190DC327511EE82562BF10474119F","7C6190DC327511EE82562BF10474119F","7C6190DC327511EE82562BF10474119F","7C6190DD327511EE82562BF10474119F","7C6190DD327511EE82562BF10474119F","7C6190DD327511EE82562BF10474119F","7624D46C327511EE82562BF10474119F","7624D46C327511EE82562BF10474119F","7624D46C327511EE82562BF10474119F","7624D46D327511EE82562BF10474119F","7624D46D327511EE82562BF10474119F","7624D46D327511EE82562BF10474119F","7624D46E327511EE82562BF10474119F","7624D46E327511EE82562BF10474119F","7624D46E327511EE82562BF10474119F","7624D46F327511EE82562BF10474119F","7624D46F327511EE82562BF10474119F","7624D46F327511EE82562BF10474119F","7624D472327511EE82562BF10474119F","7624D472327511EE82562BF10474119F","7624D472327511EE82562BF10474119F"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,-1.559780,1.607749,-4.615685,-1.558442,0.035252,-4.699304,-1.546808,0.045838,-4.738228,-1.572725,0.027461,-4.791342,-1.556470,0.892506,-4.737420,-1.762743,0.038128,-4.741130,-1.654723,0.403584,-4.781645,-1.623716,0.869068,-4.785431,-1.626142,0.458344,-4.759114,-1.686032,0.092160,-4.776927,-1.661681,0.449012,-4.653747,-1.683463,0.091432,-4.699825,-1.744373,1.040096,-4.648887,-1.751759,0.955611,-4.647060,-1.696509,0.334866,-4.829410,-1.695572,0.231266,-4.824808,-1.638680,0.231759,-4.809550,-1.639580,0.315582,-4.813295,-1.648550,0.715104,-4.810672,-1.658021,0.612591,-4.793152,-1.600217,0.609687,-4.779083,-1.592812,0.692712,-4.791634,-1.616031,0.383140,-4.721319,-1.562702,0.038111,-4.509051,-1.560833,0.050147,-4.470479,-1.595655,0.031639,-4.420106,-1.573016,0.888943,-4.488453,-1.768307,0.036899,-4.490119,-1.663192,0.407356,-4.448692,-1.653780,0.872050,-4.442871,-1.636622,0.474521,-4.467636,-1.695953,0.092790,-4.444994,-1.660006,0.452409,-4.570927,-1.691870,0.091898,-4.520680,-1.741790,1.061452,-4.591053,-1.753873,0.959600,-4.589979,-1.666674,0.327815,-4.404028,-1.672132,0.224720,-4.405632,-1.732417,0.228019,-4.406473,-1.727090,0.311909,-4.405766,-1.612631,0.717194,-4.430083,-1.613408,0.613499,-4.445666,-1.671512,0.612177,-4.434278,-1.671194,0.695767,-4.421535,-1.621334,0.394531,-4.497269
1,0.010000,-1.559819,1.607763,-4.615759,-1.558453,0.035242,-4.699304,-1.546820,0.045837,-4.738221,-1.572723,0.027474,-4.791345,-1.556538,0.892495,-4.737400,-1.762759,0.038120,-4.741134,-1.654827,0.403586,-4.781627,-1.623784,0.869063,-4.785392,-1.626268,0.458320,-4.759117,-1.686046,0.092150,-4.776914,-1.661755,0.449028,-4.653795,-1.683450,0.091422,-4.699832,-1.744434,1.040100,-4.648869,-1.751819,0.955630,-4.647038,-1.696564,0.334863,-4.829432,-1.695617,0.231261,-4.824830,-1.638735,0.231768,-4.809565,-1.639657,0.315595,-4.813302,-1.648649,0.715100,-4.810663,-1.658105,0.612602,-4.793123,-1.600311,0.609670,-4.779072,-1.592899,0.692707,-4.791628,-1.616129,0.383137,-4.721317,-1.562699,0.038056,-4.509071,-1.560814,0.050155,-4.470504,-1.595643,0.031637,-4.420113,-1.573087,0.888910,-4.488479,-1.768302,0.036873,-4.490121,-1.663241,0.407350,-4.448678,-1.653829,0.872054,-4.442867,-1.636676,0.474511,-4.467636,-1.695938,0.092783,-4.444997,-1.660057,0.452397,-4.570909,-1.691896,0.091903,-4.520675,-1.741878,1.061490,-4.591014,-1.753932,0.959604,-4.589959,-1.666679,0.327806,-4.404030,-1.672133,0.224708,-4.405626,-1.732417,0.228000,-4.406463,-1.727106,0.311868,-4.405756,-1.612703,0.717188,-4.430067,-1.613474,0.613502,-4.445655,-1.671569,0.612166,-4.434268,-1.671267,0.695773,-4.421521,-1.621361,0.394529,-4.497250
2,0.020000,-1.559851,1.607790,-4.615856,-1.558463,0.035258,-4.699309,-1.546801,0.045828,-4.738225,-1.572725,0.027463,-4.791345,-1.556625,0.892475,-4.737366,-1.762756,0.038127,-4.741122,-1.654939,0.403586,-4.781654,-1.623837,0.869086,-4.785389,-1.626398,0.458322,-4.759147,-1.686046,0.092132,-4.776891,-1.661870,0.449054,-4.653771,-1.683434,0.091432,-4.699838,-1.744484,1.040101,-4.648863,-1.751887,0.955642,-4.647023,-1.696668,0.334850,-4.829436,-1.695694,0.231258,-4.824831,-1.638784,0.231758,-4.809566,-1.639723,0.315610,-4.813319,-1.648751,0.715099,-4.810670,-1.658191,0.612599,-4.793150,-1.600399,0.609672,-4.779089,-1.592984,0.692721,-4.791636,-1.616202,0.383180,-4.721362,-1.562704,0.038045,-4.509068,-1.560809,0.050137,-4.470507,-1.595644,0.031631,-4.420098,-1.573127,0.888907,-4.488501,-1.768317,0.036883,-4.490123,-1.663264,0.407319,-4.448667,-1.653884,0.872046,-4.442856,-1.636710,0.474506,-4.467630,-1.695938,0.092777,-4.444988,-1.660102,0.452378,-4.570888,-1.691900,0.091870,-4.520655,-1.741934,1.061507,-4.590987,-1.753993,0.959614,-4.589951,-1.666711,0.327793,-4.404017,-1.672137,0.224686,-4.405626,-1.732439,0.227973,-4.406447,-1.727144,0.311858,-4.405735,-1.612782,0.717191,-4.430063,-1.613566,0.613505,-4.445626,-1.671638,0.612172,-4.434241,-1.671326,0.695761,-4.421524,-1.621394,0.394535,-4.497262
3,0.030000,-1.559887,1.607806,-4.615973,-1.558450,0.035257,-4.699308,-1.546807,0.045838,-4.738239,-1.572719,0.027449,-4.791346,-1.556685,0.892471,-4.737352,-1.762747,0.038113,-4.741133,-1.655045,0.403595,-4.781661,-1.623915,0.869092,-4.785383,-1.626528,0.458329,-4.759156,-1.686059,0.092147,-4.776916,-1.661989,0.449051,-4.653744,-1.683366,0.091402,-4.699920,-1.744518,1.040126,-4.648865,-1.751941,0.955646,-4.647022,-1.696677,0.334816,-4.829423,-1.695739,0.231249,-4.824848,-1.638839,0.231795,-4.809585,-1.639781,0.315628,-4.813353,-1.648820,0.715101,-4.810662,-1.658278,0.612618,-4.793152,-1.600520,0.609654,-4.779100,-1.593076,0.692699,-4.791639,-1.616286,0.383198,-4.721388,-1.562716,0.038035,-4.509059,-1.560824,0.050121,-4.470503,-1.595629,0.031630,-4.420109,-1.573226,0.888905,-4.488472,-1.768294,0.036865,-4.490131,-1.663288,0.407330,-4.448659,-1.653954,0.872056,-4.442838,-1.636750,0.474521,-4.467596,-1.695950,0.092780,-4.444977,-1.660125,0.452361,-4.570876,-1.691909,0.091884,-4.520674,-1.741968,1.061518,-4.590982,-1.754041,0.959623,-4.589948,-1.666736,0.327782,-4.404010,-1.672139,0.224686,-4.405608,-1.732440,0.227980,-4.406469,-1.727166,0.311839,-4.405713,-1.612859,0.717189,-4.430026,-1.613644,0.613495,-4.445604,-1.671719,0.612159,-4.434218,-1.671402,0.695751,-4.421504,-1.621421,0.394542,-4.497239
4,0.040000,-1.559947,1.607819,-4.616066,-1.558430,0.035237,-4.699309,-1.546811,0.045840,-4.738228,-1.572715,0.027459,-4.791351,-1.556751,0.892470,-4.737326,-1.762735,0.038125,-4.741133,-1.655139,0.403609,-4.781671,-1.623952,0.869111,-4.785364,-1.626646,0.458332,-4.759194,-1.685994,0.092178,-4.776889,-1.662077,0.449048,-4.653755,-1.683365,0.091404,-4.699925,-1.744561,1.040158,-4.648863,-1.751999,0.955696,-4.647107,-1.696752,0.334842,-4.829451,-1.695771,0.231281,-4.824868,-1.638868,0.231818,-4.809584,-1.639910,0.315663,-4.813389,-1.648922,0.715124,-4.810648,-1.658378,0.612635,-4.793151,-1.600628,0.609681,-4.779091,-1.593168,0.692718,-4.791662,-1.616389,0.383196,-4.721415,-1.562700,0.038045,-4.509060,-1.560826,0.050136,-4.470516,-1.595640,0.031629,-4.420109,-1.573297,0.888912,-4.488455,-1.768295,0.036861,-4.490121,-1.663339,0.407330,-4.448637,-1.654034,0.872061,-4.442836,-1.636796,0.474523,-4.467595,-1.695967,0.092772,-4.444963,-1.660151,0.452370,-4.570856,-1.691882,0.091887,-4.520659,-1.742034,1.061565,-4.590958,-1.754111,0.959655,-4.589951,-1.666746,0.327785,-4.404000,-1.672142,0.224679,-4.405608,-1.732440,0.227967,-4.406429,-1.727179,0.311829,-4.405693,-1.612947,0.717200,-4.430006,-1.613743,0.613508,-4.445584,-1.671824,0.612183,-4.434159,-1.671474,0.695747,-4.421491,-1.621440,0.394541,-4.497243
5,0.050000,-1.560009,1.607837,-4.616172,-1.558438,0.035242,-4.699316,-1.546813,0.045843,-4.738227,-1.572713,0.027469,-4.791352,-1.556763,0.892447,-4.737278,-1.762745,0.038133,-4.741138,-1.655262,0.403626,-4.781690,-1.624035,0.869100,-4.785322,-1.626764,0.458358,-4.759195,-1.686070,0.092162,-4.776931,-1.662197,0.449022,-4.653766,-1.683469,0.091424,-4.699835,-1.744620,1.040183,-4.648875,-1.752061,0.955732,-4.647122,-1.696830,0.334833,-4.829455,-1.695830,0.231263,-4.824882,-1.638925,0.231843,-4.809582,-1.640001,0.315698,-4.813400,-1.649003,0.715125,-4.810647,-1.658468,0.612656,-4.793170,-1.600752,0.609673,-4.779090,-1.593277,0.692711,-4.791667,-1.616513,0.383219,-4.721427,-1.562689,0.038060,-4.509064,-1.560836,0.050140,-4.470505,-1.595639,0.031631,-4.420109,-1.573368,0.888908,-4.488439,-1.768281,0.036873,-4.490117,-1.663374,0.407307,-4.448620,-1.654169,0.872024,-4.442797,-1.636884,0.474495,-4.467543,-1.695954,0.092772,-4.444954,-1.660188,0.452370,-4.570807,-1.691872,0.091895,-4.520664,-1.742094,1.061580,-4.590961,-1.754208,0.959622,-4.589953,-1.666776,0.327767,-4.403989,-1.672164,0.224660,-4.405608,-1.732447,0.227945,-4.406421,-1.727182,0.311809,-4.405693,-1.613038,0.717213,-4.429984,-1.613826,0.613515,-4.445559,-1.671894,0.612183,-4.434151,-1.671626,0.695731,-4.421499,-1.621479,0.394546,-4.497222
