time,step num,fpa,drv,effect,ax (m/s2),ay (m/s2),az (m/s2),gx (rad/s),gy (rad/s),gz (rad/s)
1776368335.049856,,,,,-2.9982,3.1238,7.7312,-0.0421,0.0531,-0.2020
1776368335.0499132,,,,,-2.9432,3.2471,7.9011,-0.0825,0.0832,-0.1944
1776368335.1060271,,,,,-3.0951,3.3775,8.0602,-0.1249,0.1097,-0.1733
1776368335.107261,,,,,-3.0831,3.2590,7.6881,-0.1498,0.1034,-0.1211
1776368335.16593,,,,,-2.9109,2.9300,7.5350,-0.1042,0.1013,-0.1086
1776368335.167918,,,,,-2.8283,2.9372,7.4680,-0.0199,0.1180,-0.0999
1776368335.168193,,,,,-2.7960,2.9910,7.4692,0.0646,0.1199,-0.0783
1776368335.168224,,,,,-2.7685,2.9168,7.3747,0.1109,0.0925,-0.0284
1776368335.169298,,,,,-2.6429,3.0544,7.5206,0.1553,0.0501,0.0338
1776368335.172362,,,,,-2.7733,3.0820,7.5266,0.2057,0.0145,0.0870
1776368335.1725729,,,,,-2.8690,3.3811,7.6810,0.2674,-0.0122,0.1040
1776368335.17275,,,,,-3.1238,3.8118,8.0040,0.2729,-0.0331,0.0881
1776368335.1729689,,,,,-3.1549,3.9829,8.1511,0.2479,-0.0638,0.0486
1776368335.226088,,,,,-3.0987,3.9817,8.1356,0.1600,-0.1080,-0.0426
1776368335.227647,,,,,-3.1478,3.7723,7.8042,0.1309,-0.1097,-0.0822
1776368335.2303889,,,,,-3.1454,3.8118,7.6175,0.1452,-0.1280,-0.1107
1776368335.230633,,,,,-3.1023,3.7938,7.4477,0.1610,-0.1602,-0.1274
1776368335.23067,,,,,-2.9121,3.7137,7.1019,0.1825,-0.1936,-0.1283
1776368335.230846,,,,,-2.7733,3.5892,6.7035,0.2256,-0.2107,-0.1278
1776368335.2886,,,,,-2.7338,3.6048,6.4929,0.2810,-0.2205,-0.1109
1776368335.288936,,,,,-2.8008,3.3906,5.9892,0.3370,-0.2411,-0.0921
1776368335.289203,,,,,-2.7900,3.4887,6.1065,0.4568,-0.3021,-0.0788
1776368335.28941,,,,,-2.8893,3.5844,6.2034,0.5533,-0.3700,-0.0689
1776368335.289549,,,,,-2.8965,3.9159,6.4295,0.6261,-0.4505,-0.0620
1776368335.2898161,,,,,-2.5878,4.1468,6.2812,0.6492,-0.5173,-0.0753
1776368335.376153,,,,,-2.2672,3.8919,5.5681,0.6351,-0.5406,-0.1057
1776368335.377847,,,,,-2.1500,3.2997,4.7880,0.6497,-0.5380,-0.1403
1776368335.3803892,,,,,-2.3725,3.1765,4.5141,0.7341,-0.5684,-0.1576
1776368335.380694,,,,,-1.9741,3.1430,4.2604,0.8642,-0.6434,-0.1497
1776368335.380737,,,,,-1.6881,3.0568,4.1898,1.0160,-0.6975,-0.1403
1776368335.380966,,,,,-2.0542,3.6646,4.4973,1.1642,-0.7414,-0.1321
1776368335.407487,,,,,-2.1141,4.1719,4.5918,1.2434,-0.8157,-0.1292
1776368335.407752,,,,,-1.2335,4.2209,3.8321,1.2323,-0.8917,-0.1710
1776368335.410369,,,,,-1.3878,4.0917,3.7759,1.2084,-0.8607,-0.2019
1776368335.41068,,,,,-2.1368,4.3454,3.9589,1.1634,-0.8935,-0.2039
1776368335.410727,,,,,-2.4132,4.2556,3.8106,1.0571,-1.0252,-0.2013
1776368335.41092,,,,,-2.3103,3.6538,3.4361,0.9584,-1.2008,-0.2092
1776368335.465976,,,,,-2.3306,3.2506,3.2853,0.9507,-1.3537,-0.2080
1776368335.467669,,,,,-2.2636,3.6514,3.5916,1.0124,-1.4552,-0.1924
1776368335.47035,,,,,-2.1009,3.8967,4.0259,1.0673,-1.4748,-0.2002
1776368335.470575,,,,,-1.9729,3.9661,4.2042,1.1061,-1.4177,-0.2448
1776368335.470784,,,,,-1.6319,3.5318,4.1815,1.1584,-1.3115,-0.3045
1776368335.470967,,,,,-2.1763,3.4181,4.6062,1.2387,-1.1973,-0.3569
1776368335.5270689,,,,,-3.9589,4.3035,6.1543,1.2714,-1.2034,-0.3758
1776368335.528171,,,,,-5.3444,6.5216,8.7912,1.1438,-1.4374,-0.3847
1776368335.5313249,,,,,-5.3659,7.7838,10.4243,0.7526,-1.7654,-0.4904
1776368335.5315552,,,,,-4.9053,7.5087,11.1135,0.1967,-2.0122,-0.7004
1776368335.53159,,,,,-3.7424,6.4164,10.8467,-0.2940,-2.0757,-0.9736
1776368335.5317912,,,,,-3.2794,5.1362,9.9470,-0.5750,-1.9229,-1.2755
1776368335.620089,,,,,-3.4086,4.0152,9.0437,-0.6319,-1.6816,-1.5304
1776368335.620501,,,,,-3.7998,3.6024,8.7494,-0.5351,-1.5030,-1.7063
