time,step num,fpa,ax (m/s2),ay (m/s2),az (m/s2),gx (rad/s),gy (rad/s),gz (rad/s)
1775503615.473919,,,1.0660,0.2704,9.9242,0.0144,-0.0606,-0.0136
1775503615.504108,,,1.0696,0.2524,9.9230,0.0147,-0.0606,-0.0133
1775503615.561815,,,1.0851,0.2692,9.9314,0.0176,-0.0603,-0.0128
1775503615.5628319,,,1.0887,0.2465,9.9170,0.0189,-0.0591,-0.0139
1775503615.563128,,,1.0768,0.2728,9.9123,0.0189,-0.0580,-0.0137
1775503615.5633159,,,1.0540,0.2572,9.9170,0.0179,-0.0580,-0.0142
1775503615.5635478,,,1.0744,0.2620,9.9159,0.0182,-0.0596,-0.0134
1775503615.620481,,,1.0768,0.2764,9.9159,0.0206,-0.0591,-0.0145
1775503615.622863,,,1.0828,0.2524,9.9194,0.0199,-0.0579,-0.0145
1775503615.623125,,,1.0792,0.2824,9.9206,0.0202,-0.0576,-0.0153
1775503615.6233048,,,1.0588,0.2740,9.9266,0.0197,-0.0576,-0.0144
1775503615.6235,,,1.0804,0.2584,9.9254,0.0197,-0.0588,-0.0148
1775503615.624494,,,1.0696,0.2835,9.9398,0.0212,-0.0602,-0.0139
1775503615.6812549,,,1.0612,0.2680,9.9266,0.0211,-0.0591,-0.0140
1775503615.68334,,,1.0732,0.2692,9.9075,0.0226,-0.0594,-0.0150
1775503615.711762,,,1.0588,0.2477,9.9063,0.0238,-0.0580,-0.0159
1775503615.7403982,,,1.0744,0.2824,9.9410,0.0261,-0.0585,-0.0160
1775503615.742665,,,1.0828,0.2812,9.9314,0.0272,-0.0582,-0.0163
1775503615.7429,,,1.0708,0.2453,9.9027,0.0286,-0.0589,-0.0163
1775503615.770357,,,1.0660,0.2740,9.9123,0.0287,-0.0580,-0.0165
1775503615.772526,,,1.0792,0.2835,9.9242,0.0286,-0.0586,-0.0174
1775503615.772835,,,1.0648,0.2895,9.9254,0.0272,-0.0583,-0.0170
1775503615.772876,,,1.0863,0.3194,9.9422,0.0243,-0.0579,-0.0162
1775503615.831615,,,1.0612,0.3051,9.9302,0.0191,-0.0583,-0.0145
1775503615.83273,,,1.0720,0.2919,9.9266,0.0203,-0.0585,-0.0150
1775503615.833015,,,1.0588,0.3135,9.9422,0.0214,-0.0599,-0.0148
1775503615.833045,,,1.0768,0.2943,9.9111,0.0182,-0.0597,-0.0142
1775503615.83568,,,1.0839,0.2596,9.9063,0.0192,-0.0591,-0.0147
1775503615.891645,,,1.0732,0.3027,9.9338,0.0234,-0.0579,-0.0151
1775503615.893752,,,1.0660,0.3051,9.9362,0.0220,-0.0580,-0.0160
1775503615.9523368,,,1.0732,0.3063,9.9410,0.0208,-0.0585,-0.0150
1775503615.9526699,,,1.0887,0.3135,9.9218,0.0194,-0.0591,-0.0145
1775503615.9526982,,,1.0828,0.2859,9.8991,0.0174,-0.0597,-0.0131
1775503615.981062,,,1.0899,0.2644,9.9123,0.0182,-0.0593,-0.0137
1775503615.983104,,,1.0768,0.2847,9.9278,0.0202,-0.0593,-0.0137
1775503615.983352,,,1.0624,0.3039,9.9350,0.0208,-0.0606,-0.0144
1775503615.983493,,,1.0732,0.2979,9.9206,0.0195,-0.0603,-0.0134
1775503615.983696,,,1.0660,0.2883,9.9111,0.0192,-0.0620,-0.0134
1775503615.9839869,,,1.0768,0.2812,9.9075,0.0205,-0.0597,-0.0147
1775503616.041483,,,1.0660,0.2871,9.9338,0.0215,-0.0606,-0.0147
1775503616.042701,,,1.0839,0.3194,9.9434,0.0234,-0.0600,-0.0150
1775503616.101768,,,1.0899,0.3099,9.9290,0.0224,-0.0602,-0.0137
1775503616.130561,,,1.0756,0.2979,9.9230,0.0197,-0.0600,-0.0147
1775503616.131665,,,1.0756,0.3015,9.9206,0.0208,-0.0597,-0.0151
1775503616.160416,,,1.0648,0.2812,9.9135,0.0211,-0.0591,-0.0154
1775503616.16166,,,1.0899,0.3063,9.9302,0.0224,-0.0596,-0.0150
1775503616.253757,,,1.0804,0.2895,9.9266,0.0238,-0.0597,-0.0150
1775503616.2541928,,,1.0995,0.3003,9.9170,0.0237,-0.0570,-0.0162
1775503616.254236,,,1.0612,0.2883,9.9135,0.0240,-0.0564,-0.0162
1775503616.25455,,,1.0708,0.3135,9.9230,0.0247,-0.0574,-0.0163
1775503616.254729,,,1.0612,0.3254,9.9326,0.0231,-0.0577,-0.0160
1775503616.255546,,,1.0863,0.3362,9.9326,0.0205,-0.0586,-0.0166
1775503616.2557352,,,1.0983,0.2728,9.8931,0.0182,-0.0564,-0.0162
1775503616.2824588,,,1.0744,0.2668,9.9087,0.0221,-0.0544,-0.0183
1775503616.282738,,,1.0720,0.2835,9.9182,0.0310,-0.0548,-0.0195
1775503616.2827818,,,1.0528,0.3039,9.9278,0.0345,-0.0545,-0.0209
1775503616.2830012,,,1.0696,0.3135,9.9278,0.0365,-0.0559,-0.0200
1775503616.28451,,,1.0504,0.3398,9.9470,0.0383,-0.0576,-0.0197
1775503616.284673,,,1.0624,0.3649,9.9458,0.0307,-0.0620,-0.0153
1775503616.284884,,,1.0780,0.3900,9.9482,0.0254,-0.0620,-0.0144
1775503616.3408692,,,1.0839,0.3410,9.9182,0.0197,-0.0619,-0.0128
1775503616.34363,,,1.0923,0.3338,9.9147,0.0145,-0.0599,-0.0121
1775503616.37376,,,1.0887,0.3386,9.9087,0.0125,-0.0583,-0.0134
1775503616.374076,,,1.0648,0.3302,9.9254,0.0121,-0.0582,-0.0122
1775503616.3741179,,,1.0684,0.3027,9.9230,0.0133,-0.0586,-0.0122
1775503616.374343,,,1.0875,0.3135,9.9170,0.0150,-0.0583,-0.0125
1775503616.431602,,,1.0887,0.2907,9.9027,0.0197,-0.0564,-0.0144
1775503616.434442,,,1.0744,0.3015,9.9039,0.0226,-0.0551,-0.0160
1775503616.434645,,,1.0708,0.3111,9.9194,0.0254,-0.0545,-0.0176
1775503616.4635122,,,1.0780,0.3266,9.9242,0.0275,-0.0550,-0.0188
1775503616.463766,,,1.0744,0.3159,9.9039,0.0293,-0.0541,-0.0191
1775503616.463806,,,1.0804,0.3302,9.9123,0.0305,-0.0542,-0.0195
1775503616.464016,,,1.0744,0.3362,9.9182,0.0302,-0.0531,-0.0200
1775503616.5216231,,,1.0624,0.3470,9.9302,0.0283,-0.0545,-0.0191
1775503616.522542,,,1.0684,0.3386,9.9170,0.0278,-0.0548,-0.0189
1775503616.550524,,,1.0756,0.3218,9.9123,0.0264,-0.0545,-0.0177
1775503616.553416,,,1.0636,0.3398,9.9147,0.0266,-0.0536,-0.0188
1775503616.553715,,,1.0756,0.3434,9.9194,0.0293,-0.0533,-0.0186
1775503616.553787,,,1.0744,0.3565,9.9266,0.0292,-0.0542,-0.0189
1775503616.701329,,,1.0612,0.3482,9.9159,0.0269,-0.0551,-0.0176
1775503616.703885,,,1.0493,0.3218,9.9254,0.0301,-0.0544,-0.0180
1775503616.704206,,,1.0636,0.3589,9.9147,0.0312,-0.0547,-0.0173
1775503616.704248,,,1.0696,0.3517,9.9015,0.0310,-0.0538,-0.0180
1775503616.704465,,,1.0720,0.3517,9.9063,0.0302,-0.0530,-0.0188
1775503616.705739,,,1.0816,0.3266,9.9075,0.0336,-0.0516,-0.0214
1775503616.7058282,,,1.0744,0.3613,9.9170,0.0341,-0.0507,-0.0220
1775503616.706006,,,1.0624,0.3505,9.9111,0.0350,-0.0509,-0.0231
1775503616.7077289,,,1.0648,0.3589,9.9159,0.0365,-0.0501,-0.0228
1775503616.707834,,,1.0588,0.3745,9.9123,0.0374,-0.0501,-0.0228
1775503616.760758,,,1.0421,0.4008,9.9302,0.0359,-0.0501,-0.0238
1775503616.762593,,,1.0397,0.3829,9.9338,0.0354,-0.0509,-0.0221
1775503616.91185,,,1.0564,0.3757,9.9135,0.0331,-0.0519,-0.0214
1775503616.913213,,,1.0672,0.3864,9.9111,0.0331,-0.0513,-0.0221
1775503616.916777,,,1.0397,0.4068,9.9278,0.0327,-0.0513,-0.0224
1775503616.917173,,,1.0433,0.4164,9.9434,0.0310,-0.0524,-0.0211
1775503616.917216,,,1.0409,0.4104,9.9159,0.0289,-0.0536,-0.0197
1775503616.917251,,,1.0552,0.4104,9.9278,0.0281,-0.0535,-0.0197
1775503616.91749,,,1.0552,0.4032,9.9135,0.0264,-0.0539,-0.0191
1775503616.9176672,,,1.0516,0.4259,9.9386,0.0231,-0.0548,-0.0176
1775503617.001656,,,1.0648,0.4044,9.9242,0.0139,-0.0585,-0.0125
1775503617.002729,,,1.0313,0.4080,9.9350,0.0137,-0.0599,-0.0127
1775503617.030999,,,1.0146,0.3972,9.9266,0.0121,-0.0608,-0.0115
1775503617.032758,,,1.0433,0.4056,9.9218,0.0107,-0.0623,-0.0095
1775503617.033014,,,1.0552,0.3996,9.9170,0.0086,-0.0634,-0.0090
1775503617.033041,,,1.0660,0.3936,9.9087,0.0072,-0.0632,-0.0096
1775503617.035709,,,1.0588,0.3960,9.9194,0.0070,-0.0623,-0.0093
1775503617.0359008,,,1.0433,0.3912,9.9218,0.0058,-0.0635,-0.0082
1775503617.09136,,,1.0504,0.3840,9.9314,0.0070,-0.0637,-0.0086
1775503617.0928519,,,1.0660,0.3757,9.9075,0.0061,-0.0635,-0.0093
1775503617.180671,,,1.0516,0.3769,9.9135,0.0069,-0.0632,-0.0090
1775503617.1816,,,1.0576,0.3805,9.9159,0.0082,-0.0629,-0.0092
1775503617.210433,,,1.0660,0.3864,9.9242,0.0095,-0.0623,-0.0101
1775503617.212414,,,1.0445,0.3852,9.9314,0.0095,-0.0625,-0.0098
1775503617.212503,,,1.0445,0.3876,9.9314,0.0082,-0.0625,-0.0093
1775503617.2126951,,,1.0504,0.3840,9.9254,0.0078,-0.0641,-0.0082
1775503617.213865,,,1.0588,0.3852,9.9242,0.0067,-0.0641,-0.0087
1775503617.214047,,,1.0696,0.3649,9.9206,0.0063,-0.0626,-0.0096
1775503617.215703,,,1.0409,0.3757,9.9182,0.0082,-0.0635,-0.0087
1775503617.2159,,,1.0588,0.3948,9.9182,0.0067,-0.0641,-0.0078
1775503617.2160268,,,1.0720,0.3912,9.9206,0.0018,-0.0626,-0.0086
1775503617.270508,,,1.0325,0.3673,9.9338,0.0009,-0.0619,-0.0087
1775503617.300343,,,1.0768,0.3434,9.9015,0.0015,-0.0629,-0.0078
1775503617.361758,,,1.0397,0.3482,9.9135,0.0072,-0.0638,-0.0087
1775503617.363884,,,1.0636,0.3793,9.9326,0.0082,-0.0641,-0.0087
1775503617.364206,,,1.0720,0.3494,9.9230,0.0063,-0.0634,-0.0087
1775503617.364248,,,1.0624,0.3541,9.9159,0.0081,-0.0631,-0.0092
1775503617.364699,,,1.0504,0.3697,9.9302,0.0099,-0.0644,-0.0087
1775503617.364745,,,1.0947,0.3709,9.9254,0.0102,-0.0646,-0.0087
1775503617.366571,,,1.0588,0.3745,9.9087,0.0090,-0.0622,-0.0084
1775503617.366803,,,1.0756,0.3721,9.9230,0.0043,-0.0632,-0.0078
1775503617.367019,,,1.0804,0.3541,9.9254,0.0023,-0.0615,-0.0087
1775503617.4512231,,,1.0481,0.3661,9.9326,0.0026,-0.0625,-0.0079
1775503617.4816241,,,1.0624,0.3446,9.9099,0.0026,-0.0625,-0.0072
1775503617.4835782,,,1.0612,0.3470,9.9170,0.0043,-0.0641,-0.0072
1775503617.483849,,,1.0899,0.3374,9.9218,0.0047,-0.0644,-0.0081
1775503617.483886,,,1.0792,0.3553,9.9266,0.0052,-0.0632,-0.0076
1775503617.4840682,,,1.0564,0.3410,9.9386,0.0057,-0.0617,-0.0096
1775503617.484243,,,1.0696,0.3422,9.9123,0.0058,-0.0611,-0.0098
1775503617.5411541,,,1.0576,0.3494,9.9159,0.0070,-0.0612,-0.0101
1775503617.543662,,,1.0457,0.3494,9.9159,0.0073,-0.0625,-0.0082
1775503617.54392,,,1.0887,0.3350,9.9159,0.0075,-0.0635,-0.0089
1775503617.544162,,,1.0923,0.3410,9.9206,0.0079,-0.0629,-0.0084
1775503617.544246,,,1.0828,0.3446,9.9194,0.0072,-0.0611,-0.0101
1775503617.5448399,,,1.0624,0.3362,9.9039,0.0072,-0.0600,-0.0104
1775503617.601366,,,1.0564,0.3314,9.9206,0.0079,-0.0614,-0.0096
1775503617.603751,,,1.0516,0.3338,9.9206,0.0093,-0.0634,-0.0102
1775503617.720839,,,1.0911,0.3099,9.9111,0.0102,-0.0620,-0.0104
1775503617.782849,,,1.0768,0.3637,9.9302,0.0107,-0.0606,-0.0116
1775503617.783251,,,1.0851,0.3422,9.9194,0.0115,-0.0583,-0.0124
1775503617.783422,,,1.0588,0.3266,9.9170,0.0107,-0.0594,-0.0124
1775503617.7836192,,,1.0744,0.3350,9.9266,0.0130,-0.0603,-0.0118
1775503617.810544,,,1.1007,0.3422,9.9362,0.0130,-0.0603,-0.0119
1775503617.812587,,,1.0756,0.3278,9.9254,0.0131,-0.0586,-0.0118
1775503617.812798,,,1.0756,0.3625,9.9290,0.0116,-0.0583,-0.0130
1775503617.812941,,,1.1019,0.3242,9.9075,0.0102,-0.0588,-0.0113
1775503617.8706071,,,1.0516,0.3206,9.9230,0.0092,-0.0597,-0.0108
1775503617.87243,,,1.0564,0.3326,9.9242,0.0093,-0.0611,-0.0099
1775503617.872664,,,1.0947,0.3398,9.9338,0.0101,-0.0623,-0.0093
1775503617.900505,,,1.0828,0.3099,9.9123,0.0098,-0.0617,-0.0107
1775503617.902456,,,1.0947,0.3254,9.8979,0.0081,-0.0582,-0.0119
1775503617.9027221,,,1.0600,0.3230,9.9242,0.0081,-0.0576,-0.0118
1775503617.902763,,,1.0804,0.3242,9.9254,0.0079,-0.0576,-0.0119
1775503617.904512,,,1.0696,0.3194,9.9350,0.0082,-0.0589,-0.0111
1775503617.904692,,,1.0684,0.3003,9.9278,0.0084,-0.0585,-0.0108
1775503617.932759,,,1.0780,0.3111,9.9254,0.0136,-0.0577,-0.0124
1775503617.933001,,,1.0672,0.3206,9.9314,0.0150,-0.0573,-0.0128
1775503618.020807,,,1.0612,0.3278,9.9338,0.0166,-0.0606,-0.0130
1775503618.021981,,,1.0792,0.3302,9.9242,0.0168,-0.0619,-0.0118
1775503618.0222569,,,1.0756,0.3218,9.9170,0.0153,-0.0626,-0.0115
1775503618.023624,,,1.0600,0.3290,9.9170,0.0130,-0.0628,-0.0102
1775503618.025524,,,1.0875,0.3194,9.9135,0.0125,-0.0626,-0.0101
1775503618.052544,,,1.0851,0.3075,9.9182,0.0102,-0.0608,-0.0105
1775503618.052876,,,1.0899,0.3422,9.9326,0.0096,-0.0597,-0.0104
1775503618.052918,,,1.0732,0.3111,9.9135,0.0073,-0.0576,-0.0110
1775503618.053111,,,1.0899,0.3039,9.9135,0.0079,-0.0564,-0.0116
1775503618.054574,,,1.0744,0.3278,9.9218,0.0082,-0.0562,-0.0119
1775503618.054789,,,1.0756,0.2955,9.9135,0.0084,-0.0556,-0.0119
1775503618.140639,,,1.0732,0.3051,9.9230,0.0093,-0.0539,-0.0134
1775503618.141613,,,1.0792,0.3075,9.9302,0.0115,-0.0536,-0.0140
1775503618.171206,,,1.0839,0.3338,9.9242,0.0118,-0.0538,-0.0140
1775503618.1736572,,,1.0457,0.3135,9.9206,0.0121,-0.0550,-0.0136
1775503618.2038321,,,1.0660,0.3182,9.9254,0.0124,-0.0564,-0.0133
1775503618.232645,,,1.0516,0.3027,9.9230,0.0119,-0.0573,-0.0127
1775503618.232875,,,1.0839,0.3230,9.9230,0.0127,-0.0579,-0.0125
1775503618.232945,,,1.0600,0.3099,9.9170,0.0122,-0.0577,-0.0128
1775503618.233036,,,1.0720,0.3051,9.9254,0.0121,-0.0602,-0.0124
1775503618.233491,,,1.0696,0.3123,9.9266,0.0125,-0.0596,-0.0124
1775503618.2335749,,,1.0612,0.3123,9.9278,0.0128,-0.0603,-0.0118
1775503618.235865,,,1.0720,0.3051,9.9206,0.0133,-0.0599,-0.0125
1775503618.2915359,,,1.0804,0.2967,9.9194,0.0139,-0.0579,-0.0121
1775503618.292865,,,1.0744,0.3099,9.9314,0.0134,-0.0559,-0.0130
1775503618.320539,,,1.0672,0.3039,9.9242,0.0130,-0.0574,-0.0124
1775503618.352127,,,1.0804,0.2931,9.9075,0.0134,-0.0560,-0.0131
1775503618.3523571,,,1.0708,0.3027,9.9194,0.0144,-0.0564,-0.0134
1775503618.3537621,,,1.0636,0.3075,9.9254,0.0156,-0.0567,-0.0148
1775503618.3539772,,,1.0792,0.3075,9.9230,0.0159,-0.0568,-0.0142
1775503618.561978,,,1.0696,0.3111,9.9242,0.0150,-0.0576,-0.0130
1775503618.5635011,,,1.0732,0.3099,9.9278,0.0147,-0.0570,-0.0137
1775503618.563787,,,1.0971,0.2943,9.9218,0.0157,-0.0577,-0.0148
1775503618.563974,,,1.0816,0.3338,9.9446,0.0177,-0.0567,-0.0142
1775503618.5648441,,,1.0672,0.3290,9.9374,0.0157,-0.0570,-0.0133
1775503618.565121,,,1.0540,0.3170,9.9266,0.0147,-0.0597,-0.0127
1775503618.565164,,,1.0612,0.3027,9.9218,0.0124,-0.0608,-0.0118
1775503618.565321,,,1.0851,0.3087,9.9398,0.0131,-0.0612,-0.0113
1775503618.5655448,,,1.0816,0.3111,9.9314,0.0133,-0.0596,-0.0118
1775503618.651937,,,1.0816,0.2943,9.9278,0.0128,-0.0599,-0.0115
1775503618.65454,,,1.0708,0.3111,9.9362,0.0111,-0.0594,-0.0118
1775503618.6546528,,,1.0636,0.3087,9.9278,0.0110,-0.0599,-0.0121
1775503618.681762,,,1.0624,0.3039,9.9206,0.0093,-0.0608,-0.0111
1775503618.682,,,1.0672,0.3123,9.9159,0.0096,-0.0626,-0.0107
1775503618.831757,,,1.1043,0.3003,9.9123,0.0093,-0.0615,-0.0108
1775503618.8328938,,,1.0720,0.3003,9.9194,0.0101,-0.0593,-0.0111
1775503618.833128,,,1.0816,0.3087,9.9254,0.0092,-0.0599,-0.0111
1775503618.9207182,,,1.0648,0.2967,9.9326,0.0075,-0.0596,-0.0105
1775503618.9231539,,,1.0780,0.3051,9.9362,0.0070,-0.0609,-0.0092
1775503618.923456,,,1.0672,0.3087,9.9338,0.0057,-0.0619,-0.0089
1775503618.923497,,,1.0899,0.2692,9.8991,0.0034,-0.0632,-0.0089
1775503618.92366,,,1.0947,0.2632,9.9039,0.0049,-0.0606,-0.0102
1775503618.925445,,,1.0624,0.2812,9.9242,0.0099,-0.0594,-0.0108
1775503618.9257128,,,1.0911,0.2883,9.9170,0.0102,-0.0599,-0.0096
1775503618.925753,,,1.0839,0.2776,9.9159,0.0122,-0.0603,-0.0119
1775503618.925973,,,1.0839,0.2812,9.9218,0.0124,-0.0600,-0.0122
1775503618.926528,,,1.0851,0.2907,9.9218,0.0136,-0.0579,-0.0127
1775503618.953067,,,1.0792,0.2644,9.9194,0.0134,-0.0585,-0.0118
1775503618.953333,,,1.0816,0.2788,9.9147,0.0140,-0.0593,-0.0116
1775503618.9533708,,,1.0887,0.2919,9.9302,0.0148,-0.0583,-0.0124
1775503618.953578,,,1.0839,0.3075,9.9362,0.0156,-0.0583,-0.0122
1775503618.9549592,,,1.0660,0.2979,9.9338,0.0139,-0.0583,-0.0128
1775503618.95514,,,1.0720,0.2752,9.9266,0.0136,-0.0597,-0.0125
1775503618.9552572,,,1.0851,0.2680,9.9147,0.0151,-0.0600,-0.0128
1775503618.957348,,,1.0935,0.2788,9.9159,0.0163,-0.0576,-0.0136
1775503619.010488,,,1.0744,0.2871,9.9230,0.0156,-0.0583,-0.0124
1775503619.0118349,,,1.0756,0.2967,9.9170,0.0157,-0.0576,-0.0131
1775503619.071661,,,1.0660,0.2656,9.9230,0.0147,-0.0593,-0.0131
1775503619.073298,,,1.0708,0.2728,9.9206,0.0160,-0.0593,-0.0128
1775503619.0734878,,,1.0839,0.2835,9.9230,0.0174,-0.0593,-0.0134
1775503619.0766258,,,1.0828,0.2800,9.9194,0.0170,-0.0586,-0.0137
1775503619.076842,,,1.0804,0.2776,9.9111,0.0174,-0.0580,-0.0133
1775503619.0770261,,,1.0708,0.2847,9.9230,0.0176,-0.0593,-0.0130
1775503619.07723,,,1.0780,0.2800,9.9206,0.0171,-0.0582,-0.0134
1775503619.221312,,,1.0839,0.2752,9.9087,0.0170,-0.0574,-0.0130
1775503619.222548,,,1.0660,0.2847,9.8967,0.0179,-0.0579,-0.0139
1775503619.280834,,,1.0816,0.2871,9.9135,0.0188,-0.0560,-0.0144
1775503619.2825532,,,1.0708,0.2991,9.9290,0.0179,-0.0564,-0.0139
1775503619.310553,,,1.0720,0.2955,9.9314,0.0171,-0.0576,-0.0134
1775503619.340466,,,1.0780,0.2668,9.9051,0.0171,-0.0580,-0.0127
1775503619.342908,,,1.0935,0.2764,9.9182,0.0194,-0.0582,-0.0136
1775503619.3430989,,,1.0875,0.3087,9.9266,0.0214,-0.0571,-0.0148
1775503619.3457909,,,1.0744,0.3075,9.9326,0.0195,-0.0576,-0.0139
1775503619.346081,,,1.0720,0.2931,9.9314,0.0186,-0.0574,-0.0148
1775503619.346263,,,1.0756,0.2871,9.9170,0.0177,-0.0582,-0.0136
1775503619.346612,,,1.0732,0.2776,9.9159,0.0174,-0.0583,-0.0137
1775503619.346653,,,1.0708,0.2955,9.9242,0.0189,-0.0591,-0.0137
1775503619.3468428,,,1.0756,0.2716,9.9123,0.0197,-0.0586,-0.0148
1775503619.347738,,,1.0660,0.2859,9.9099,0.0194,-0.0586,-0.0136
1775503619.400599,,,1.0744,0.3159,9.9302,0.0188,-0.0580,-0.0140
1775503619.460659,,,1.0696,0.2824,9.9135,0.0195,-0.0573,-0.0147
1775503619.462582,,,1.0839,0.2919,9.9075,0.0191,-0.0564,-0.0150
1775503619.462858,,,1.0744,0.2716,9.9170,0.0215,-0.0568,-0.0157
1775503619.462898,,,1.0911,0.3063,9.9242,0.0244,-0.0573,-0.0162
1775503619.463698,,,1.0899,0.3123,9.9338,0.0249,-0.0580,-0.0160
1775503619.5205472,,,1.0804,0.3182,9.9278,0.0241,-0.0582,-0.0153
1775503619.522517,,,1.0744,0.2979,9.9170,0.0209,-0.0576,-0.0153
1775503619.52277,,,1.0899,0.3123,9.9159,0.0232,-0.0570,-0.0160
1775503619.522926,,,1.0696,0.2967,9.9182,0.0235,-0.0562,-0.0163
1775503619.580543,,,1.0660,0.3087,9.9374,0.0235,-0.0573,-0.0163
1775503619.640673,,,1.0804,0.3099,9.9254,0.0234,-0.0579,-0.0156
1775503619.641896,,,1.0816,0.3099,9.9194,0.0234,-0.0573,-0.0145
1775503619.671107,,,1.0839,0.3206,9.9182,0.0223,-0.0570,-0.0147
1775503619.67312,,,1.0684,0.2991,9.8967,0.0212,-0.0568,-0.0156
1775503619.673367,,,1.0648,0.3278,9.9302,0.0223,-0.0564,-0.0160
1775503619.673536,,,1.0612,0.3159,9.9302,0.0212,-0.0582,-0.0157
1775503619.674936,,,1.0828,0.3123,9.9242,0.0197,-0.0582,-0.0136
1775503619.6751559,,,1.0839,0.3135,9.9194,0.0180,-0.0582,-0.0137
1775503619.6753888,,,1.0887,0.2967,9.9051,0.0189,-0.0570,-0.0156
1775503619.675575,,,1.0696,0.3326,9.9362,0.0272,-0.0553,-0.0173
1775503619.6777039,,,1.0457,0.3290,9.9206,0.0255,-0.0562,-0.0166
1775503619.851208,,,1.0528,0.3218,9.9290,0.0246,-0.0576,-0.0163
1775503619.8529012,,,1.0540,0.3147,9.9254,0.0249,-0.0580,-0.0160
1775503619.853013,,,1.1151,0.3182,9.9230,0.0260,-0.0583,-0.0160
1775503619.855118,,,1.0648,0.3362,9.9326,0.0273,-0.0568,-0.0162
1775503619.855136,,,1.0588,0.3434,9.9194,0.0264,-0.0567,-0.0148
1775503619.855259,,,1.0732,0.3242,9.9194,0.0226,-0.0560,-0.0150
1775503619.855341,,,1.0744,0.3290,9.9242,0.0206,-0.0530,-0.0159
1775503619.857646,,,1.0911,0.3206,9.9123,0.0209,-0.0525,-0.0157
1775503619.857742,,,1.0923,0.3111,9.9111,0.0215,-0.0496,-0.0186
1775503619.8578439,,,1.0744,0.3422,9.9398,0.0221,-0.0504,-0.0177
1775503619.8833542,,,1.0421,0.3386,9.9517,0.0206,-0.0501,-0.0177
1775503619.911965,,,1.0696,0.3386,9.9206,0.0195,-0.0541,-0.0157
1775503619.912142,,,1.0564,0.3350,9.9326,0.0206,-0.0562,-0.0150
1775503619.91472,,,1.0780,0.3505,9.9458,0.0208,-0.0557,-0.0144
1775503619.9148412,,,1.0564,0.3637,9.9254,0.0202,-0.0573,-0.0133
1775503620.033799,,,1.0600,0.3350,9.9087,0.0163,-0.0565,-0.0131
1775503620.034291,,,1.0600,0.3302,9.9027,0.0157,-0.0557,-0.0131
1775503620.0343301,,,1.0612,0.3350,9.9170,0.0170,-0.0579,-0.0122
1775503620.0345669,,,1.0600,0.3278,9.9242,0.0166,-0.0585,-0.0119
1775503620.091603,,,1.0732,0.3386,9.9278,0.0173,-0.0580,-0.0124
1775503620.151937,,,1.0576,0.3362,9.9278,0.0171,-0.0564,-0.0136
1775503620.2117288,,,1.0708,0.3362,9.9218,0.0148,-0.0573,-0.0121
1775503620.213852,,,1.0564,0.3398,9.9254,0.0147,-0.0571,-0.0124
1775503620.214101,,,1.0457,0.3278,9.9135,0.0154,-0.0577,-0.0127
1775503620.2427058,,,1.0696,0.3290,9.9147,0.0163,-0.0582,-0.0137
1775503620.2430148,,,1.0636,0.3386,9.9242,0.0166,-0.0576,-0.0133
1775503620.2432482,,,1.0684,0.3422,9.9326,0.0159,-0.0573,-0.0130
1775503620.2434628,,,1.0660,0.3374,9.9254,0.0163,-0.0571,-0.0139
1775503620.244421,,,1.0409,0.3458,9.9159,0.0160,-0.0567,-0.0134
1775503620.244716,,,1.0588,0.3302,9.9194,0.0150,-0.0574,-0.0137
1775503620.244757,,,1.0528,0.3374,9.9218,0.0145,-0.0559,-0.0144
1775503620.2456388,,,1.0421,0.3482,9.9206,0.0145,-0.0588,-0.0131
1775503620.245847,,,1.0576,0.3278,9.9254,0.0147,-0.0602,-0.0125
1775503620.246023,,,1.0528,0.3374,9.9302,0.0159,-0.0606,-0.0119
1775503620.301549,,,1.0732,0.3398,9.9170,0.0168,-0.0615,-0.0128
1775503620.3306298,,,1.0648,0.3362,9.9159,0.0148,-0.0589,-0.0127
1775503620.332265,,,1.0493,0.3254,9.9218,0.0157,-0.0589,-0.0137
1775503620.334838,,,1.0528,0.3350,9.9230,0.0159,-0.0597,-0.0128
1775503620.3350039,,,1.0648,0.3338,9.9290,0.0168,-0.0606,-0.0127
1775503620.361899,,,1.0660,0.3410,9.9230,0.0180,-0.0596,-0.0131
1775503620.362046,,,1.0696,0.3386,9.9194,0.0177,-0.0582,-0.0137
1775503620.391047,,,1.0708,0.3422,9.9135,0.0156,-0.0596,-0.0127
1775503620.3929741,,,1.0624,0.3302,9.9170,0.0159,-0.0594,-0.0127
1775503620.3933592,,,1.0636,0.3314,9.9159,0.0159,-0.0580,-0.0136
1775503620.3934531,,,1.0648,0.3230,9.9218,0.0166,-0.0582,-0.0147
1775503620.393721,,,1.0576,0.3314,9.9218,0.0189,-0.0580,-0.0142
1775503620.480576,,,1.0660,0.3290,9.9182,0.0185,-0.0582,-0.0144
1775503620.4817111,,,1.0493,0.3470,9.9302,0.0180,-0.0576,-0.0142
1775503620.511158,,,1.0600,0.3362,9.9230,0.0170,-0.0591,-0.0133
1775503620.5138628,,,1.0648,0.3230,9.9266,0.0160,-0.0596,-0.0134
1775503620.5141819,,,1.0708,0.3410,9.9194,0.0165,-0.0582,-0.0134
1775503620.51421,,,1.0636,0.3362,9.9278,0.0170,-0.0585,-0.0136
